,f,chi2,MATTE,NB,M3,HV,zscore,ENT
RBAK,4.172124045,0.003376138,0.045361659,-0.009563542,,,-3885.051655071643,-29.74104471706403
CREB5,156.2782457,0.124213447,0.216422832,,,,3546.689990952268,-30.207330725953838
CDCA5,4.560715907,0.005046422,0.031398119,,,-0.047960697,-2368.204719475885,-39.68352693194112
IGFBP3,4.111054337,0.002467115,0.0,,,,-168.5693747922998,-23.825469236998863
PURB,6.97021858,0.006218589,1.100171676,,,,-2486.007277417807,-43.623441830175466
SSC4D,0.862679166,0.001072993,0.0,,,0.0,3400.0061434605473,-43.405546544077
MDH2,16.35163664,0.010583945,0.127496784,,,,1122.6720427028583,-50.32609156411808
POMZP3,1.229794408,0.001189254,0.017384737,,,,4439.1684771622195,-32.75296764244417
GBAS,15.00867631,0.012606657,1.3977925,,,,-5174.201577704854,-38.50494706629341
CCT6A,17.78352085,0.012390073,2.010466033,,,,-32393.709029309073,-102.14055677148363
PSPH,1.342223864,0.000796847,0.035579969,-1.22e-12,,,-106149.10627277069,-196.18393147700476
ZNF92,18.16206938,0.014399073,0.173949869,,,,5010.703608049155,-50.16769506888104
ATXN7L1,5.920390453,0.00425053,0.08648404,-4.18e-14,,,-30803.85921550525,-89.74420468001645
TMEM168,10.24767437,0.005411145,0.378820495,,,,452.22171607445125,-47.810699637604145
ASB15,0.445931571,0.0009677,0.0,-1.1500000000000001e-35,,0.0,4048.740205928681,-8.789990144205834
C7orf43,58.80220641,0.133924257,0.79943015,,-1.72e-43,0.0,-38389.4009991148,-78.92273503028085
SLC12A9,25.26964244,0.017565751,0.435725918,,,,666.0959237020984,-37.25973998592235
GIGYF1,5.065353172,0.004767582,0.914818501,,,,-32063.751539122582,-98.12760143853806
TRIM4,3.498252632,0.003441843,0.442695185,,,,3520.5051625912974,-70.46846498795821
MEPCE,42.72130825,0.054936252,0.651210858,,,0.0,1824.5225178666897,-39.746594449169976
TMEM209,5.840098279,0.004189612,0.141423269,,,,871.5200072830519,-40.59026197380765
AGBL3,2.387689421,0.00116575,0.0,-2.57e-06,,,-2012.3160626829035,-16.817129514335406
ZC3HAV1L,0.835947587,0.000523848,0.0,,,,-20970.810115708573,-38.215717856563586
TMEM140,275.3427538,0.761015329,0.484950063,-4.98e-60,-2.93e-12,0.0,-14368.4967350561,-50.039203259967714
TLK2,3.968112011,0.00352638,0.691856086,,,,-5643.278960914525,-58.25550851554409
EPHA1,3.82033896,0.005198689,0.036209398,,,0.0,-573903.8230530147,-233.0086285306876
NOM1,3.70156272,0.002979004,0.826025703,,,,-1582.836629881796,-36.92169994974503
CNPY1,0.825244349,0.000137733,0.0,,,,0.0,0.0
NCAPG2,2.728688278,0.001652117,0.063210722,,,,-560.0478837199835,-49.21924608086125
NLGN4X,0.417946757,0.00026938,0.0,-2.54e-07,,,-902.9344709788027,-9.329824508580531
LUC7L2,5.50900067,0.0061006,0.25521108,,,,3879.9154339277143,-52.00121587693421
DENND2A,4.939557476,0.001997109,0.048909597,,,,-8380.976069714658,-42.97194873952846
TMEM27,2.453111672,0.000497836,0.0,-7.78e-19,,,-339.69482019893366,-1.5106977713813945
SH3KBP1,25.6409725,0.023681951,0.829326315,,,,-3767.395401621995,-48.69511535494989
LANCL3,16.4239833,0.029320951,0.014591159,-2.55e-25,,0.0,-9770.259774254877,-27.678337006802984
CASK,13.10795406,0.010350141,0.347772852,,,,-2428.7063411639656,-38.96509415287281
KDM6A,2.816888434,0.002993877,0.099238939,,,,-437.4263469369823,-59.10667198407556
SPIN2A,0.407646796,0.000291985,0.0,,,,2224.5307814261027,-9.473873326107839
MSN,105.8080234,0.135934677,1.959575051,,-0.0012495,,7238.721823322671,-46.69354158307616
AKAP4,0.543206926,0.000330102,0.0,-1.69e-05,,,1850.708568056233,-4.8012990765769015
CCNB3,2.244675568,0.00124766,0.0,,,,-17314.09873745923,-40.51282876203983
HDAC8,2.049341577,0.001385414,0.050318369,-0.000735761,,,-283486.5414415323,-141.66854150019782
CXorf36,1.421566091,0.000645577,0.0,,,,-7947.468374720091,-29.688004188467847
ZNF157,0.786603559,0.000434091,0.0,,,,-215.77713420460768,-29.068157653659135
ZNF182,2.065847546,0.002052597,0.046077242,-7e-13,,,-1055.2540146039312,-31.740317914037124
CHST7,4.671747885,0.004515198,0.061708734,,,,-1447.6773537795978,-38.644380842599936
KRBOX4,3.768603209,0.00257984,0.052080377,-8.61e-09,,,-5498.121842946322,-49.19121106792001
NDUFB11,28.88859916,0.019169375,1.211655041,,,,5013.653201636047,-43.83652459518345
ZNF41,0.475010741,0.000480557,0.009950257,-2.1500000000000002e-32,,,333.54851881144,-22.355919179427826
ZMYM3,1.801273191,0.001507383,0.051138785,,,,-5751.76883586771,-33.45456402409746
TAF1,5.085742037,0.004541426,0.996343946,,,,-40044.49943164506,-109.63119983611165
GPR174,2.143796721,0.001744146,0.044706383,-3.16e-163,,,-4604.664756963369,-29.687940981130517
NONO,16.01674795,0.015343758,1.137716603,,,,-12470.733339069206,-57.75626436806755
CCDC120,1.361143812,0.000940108,0.041348376,,,,-55908.525327457624,-150.20098430433404
LPAR4,5.924676181,0.00933685,0.096456339,,-1.31e-06,0.0,-1642.3496233712247,-54.81604292210785
EBP,27.88658137,0.018616043,0.665482698,,,,-9508.136624152316,-50.611169050238416
OGT,16.11217861,0.015424899,0.594805261,,,,-12970.26001752825,-76.0805427224162
SNX12,1.601373483,0.002556697,0.024981716,,,0.0,878.9414188687286,-42.01737113058241
ITGB1BP2,0.679058107,0.00101665,0.0,-1.02e-15,,0.0,3396.19987623988,-8.122887891326746
IL2RG,235.312367,0.179902928,1.16512609,,,,-28587.41638851262,-54.78566681655691
ACRC,1.490395956,0.001273578,0.015383804,,,,4617.266908806054,-28.017720455687364
ZNF711,10.65074464,0.009698294,0.059036307,,,,-1890.3575219813958,-11.070106366944866
CPXCR1,0.6123751,7.59e-05,0.0,,,,0.0,0.0
DIAPH2,13.9241537,0.014110654,0.175041438,,,,-1014.9787195328788,-46.51358403137045
NXF3,695.456339,3.02168205,0.915974879,-4.730000000000001e-109,-2.79e-122,0.0,-525.5788064487051,-43.392119818893235
PRPS1,19.98745279,0.012787147,1.189879656,,,,-22507.456368259,-65.024450954364
CXorf57,2.921141519,0.003168569,0.032361008,,,,-2093.5492103538963,-17.93015382005927
FRMPD3,3.093746207,0.001733419,0.034790006,-0.006343479,,,-2067.557475614424,-41.908016246092146
DOCK11,10.25540271,0.009790023,1.583807106,,,,-39645.16902540484,-109.44212882626691
IGSF1,5.575980755,0.005941452,0.058361162,,,,477.11701912228784,-35.09621545375634
GPC3,1.705414236,0.000280166,0.0,,,,0.0,0.0
RBMX,33.06199219,0.027943333,1.120780432,,,,-9044.698258158316,-52.62394856951234
MCPH1,23.78222313,0.016962476,1.002503853,,,,-10757.734224213971,-47.01103881882387
MFHAS1,2.886740283,0.003898906,0.244457579,,,0.0,-395.9556925761388,-71.0633488059506
FBXO25,3.25614555,0.003199036,0.119377013,,,,1305.4793345236017,-55.370961145873956
NSDHL,3.12934465,0.001750047,0.038184995,-3.76e-62,,,-831.3310275032418,-36.48097936912712
ZNF185,141.3780857,0.483183011,0.559085254,-2.04e-198,-2.16e-09,0.0,-7410.302061048469,-59.8637040356316
CETN2,14.38902949,0.019523735,0.140057469,-3.97e-07,,0.0,-2550.8480535911485,-44.32607152488642
RPL10,1538.488834,2.161823538,0.0,,-1.71e-30,,-27961.70238862438,-12.144218913695598
CSGALNACT1,9.12905545,0.010622994,0.675252352,,,-0.000251252,-243081.1762133227,-134.27578839712095
ATP6V1B2,57.74638173,0.047978064,0.279055792,,,,2450.600787657747,-45.819241446009116
CCDC25,11.7686849,0.009236133,1.065996287,,,,-13156.68129894292,-60.13411536676118
HMBOX1,3.937163389,0.004586389,0.336759309,,,-8.07e-06,3169.856430718281,-61.11635876421171
CHRNB3,2.475364052,0.000382485,0.0,,,,-1005.8489569410988,-3.8169513288481793
CHRNA6,1.08786001,0.000613119,0.0,,,,-470.5176427929901,-26.041248745444125
GNRH1,1.282818414,0.000930929,0.0,-9.56e-20,,,1402.3692377802759,-22.532996690254162
BIN3,7.385338733,0.006046325,0.996343946,,,,792.7317476719841,-48.89629075319341
DOK2,62.94926093,0.062403201,2.712007634,,,,13199.213172362925,-57.16757307464846
SLC25A37,49.86627719,0.196222994,3.918468024,,0.0,0.0,-25112.48198286276,-71.50728019561744
CHMP7,84.62237265,0.076348309,1.596356356,,,,-44805.510517558236,-147.81247912397106
DOCK5,77.73324761,0.080120565,1.099030067,,,,-7962.802033487518,-69.67863642992674
STAR,0.624375287,0.000274172,0.0,,,,-4646.042470723198,-46.13561112243036
PROSC,4.539395668,0.003579048,0.248382914,,,,5087.655349341624,-51.57432649589672
ERLIN2,12.7407457,0.009304844,0.109863736,,,,-1921.0825077202808,-37.38350198598959
SNTG1,3.921844478,0.004537987,0.094472231,,-1.98e-06,-1.5e-06,-18868.89055501265,-71.60510966806055
ST18,0.746374617,0.000332469,0.0,,,,-34642.18019514451,-91.16043035488745
RGS20,0.582376574,0.000995217,0.0,-1.88e-21,,0.0,5310.308070364542,-8.19768648382303
TACC1,28.60150546,0.030527445,1.781566744,,,,-1695.3103156963084,-59.760476325981955
GOLGA7,35.55620949,0.031269169,1.153490996,,,,10480.67494579127,-45.98886415749587
PLPP5,167.5032157,0.147843009,1.285354247,,,,-3104.9451904033895,-42.47617679738739
GINS4,2.884885016,0.001775201,0.0261824,,,,-8188.958974668678,-42.95972232989714
WHSC1L1,41.1943026,0.032474275,0.720108921,,,,-9036.671964745356,-55.87665862361479
DNAJC5B,3.717868501,0.00190169,0.051945155,,,,-22775.406431104635,-74.91263057138309
ADHFE1,18.31816901,0.01116212,0.051726209,-4.6500000000000004e-85,,,-1001.6309843431654,-48.25417315865235
MRPS28,1.498317866,0.000954191,0.032768541,-0.00039797,,,-8399.847704678266,-43.11008353596746
LACTB2,2.278373098,0.002201541,0.070323194,,,,1546.5224115348528,-33.55480604837009
PRDM14,1.648855662,0.000688574,0.0,,,,-21009.708645383314,-93.57802738246713
TERF1,38.65059196,0.032119237,1.884301372,,,,-30534.123974959948,-103.18852653677712
RPL7,369.4442455,0.376015895,1.120046329,,,,-17373.741781660632,-21.966333819638095
SLC26A7,0.706171753,0.000264682,0.0,,,,-55.29829954336611,-1.2751145795264982
ATP6V0D2,0.636352985,0.000122058,0.0,,,,-9708.383581835908,-75.50870965234535
SYBU,3.670017634,0.001822918,0.0,-1.16e-05,,,1259.990532929321,-4.3111156044648045
MTDH,19.58354961,0.018799429,0.069806775,,,,6996.4209846396225,-55.4782583989553
LRP12,3.641088931,0.003251069,0.045224419,,,,-20845.34604730373,-62.343965137570784
EBAG9,8.784035713,0.007599801,1.143415474,,,,-359510.4351481925,-193.2084255022168
POLR2K,20.49284141,0.01175621,1.171987853,,,,-7556.182087972239,-52.36551217135539
EIF3H,46.90290461,0.03213642,0.505172211,,,,1086.8203525390004,-46.02646203017824
UTP23,6.411771553,0.005661571,1.070909236,,,,-41777.24124627009,-105.74960095587248
NDUFB9,21.89739716,0.01741342,1.023911596,,,,-11352.23386368735,-48.32367960869251
TATDN1,8.953909816,0.005347903,0.452236149,,,,-75248.80223968539,-178.33184670183414
FAM83A,2.33176094,0.000581206,0.0,,,,-769.8072525147369,-46.815467053943586
GSDMC,0.840835798,0.000410585,0.0,,,,-2969.0627803610887,-6.272822787686144
FAM135B,1.42054384,0.002025368,0.0,,,0.0,265.09403612082644,-3.504063171215588
ZNF7,6.861550365,0.00424009,0.452982089,,,,2059.0476414932236,-54.73602175206402
ARHGAP39,0.787653139,0.000971343,0.0,,,0.0,-1673.1430678436373,-4.886086509269187
SLC39A4,3.942234905,0.002769034,0.024696414,,,,-12461.722478488007,-53.713368511590836
NAPRT,23.47894454,0.034817174,0.972404438,,,0.0,-70.36186626359793,-51.213511591250764
VLDLR,0.797105866,0.000826511,0.024292733,,,,-61871.86174176258,-147.3261808667238
AK3,15.76982167,0.01316367,0.625096981,,,,-16346.00251116659,-57.87586235385398
UHRF2,5.961668804,0.006015906,0.464144993,,,,-41.061731634449416,-47.86928757306676
NFIB,2.293400299,0.001982966,0.169010265,,-2.18e-06,,-9899.505251833394,-66.79737650557458
PLIN2,26.18100618,0.018401221,0.951254548,,,,-10972.218374010012,-50.00529607152225
HAUS6,9.013279165,0.008028596,0.129981626,-3.8e-06,,,-2977.085011205313,-48.54944328135561
CDKN2B,3.702177141,0.002190331,0.0,-1.48e-07,,,-1473.3497428945852,-6.568931010265429
CDKN2A,5.213024283,0.003483312,0.027417036,,,,4127.508624855654,-26.443689867149494
C9orf72,92.28837102,0.097468874,0.698462394,,,,311.199850471808,-43.51712664551862
IFNK,0.923555983,0.000106408,0.0,-2.37e-06,,,0.0,0.0
ZCCHC7,60.56285629,0.045020543,1.442249088,,,,-16513.674807456504,-83.93440002977944
FBXO10,3.706859316,0.001402615,0.0,-1.58e-09,,,-618.3013309563405,-3.112571042061907
SIGMAR1,5.641534548,0.004495022,0.072676475,-0.000344665,,,-134.43347617906926,-34.49030196558955
CBWD5,10.12899201,0.00735722,1.229208162,,,,5307.02197018359,-37.267030339989645
CEP78,150.0305362,0.165075759,0.89006517,,-2.23e-05,,-3172.5902303366606,-57.32510514164072
NTRK2,0.992792783,0.000470387,0.0,,,,-1131.2693961867872,-1.4288603520366934
IDNK,1.890571815,0.002274213,0.033226936,,,0.0,2331.357076212842,-35.458994581173414
SHC3,0.959714141,0.003129093,0.0,-2.99e-23,,0.0,-2587.675044033271,-2.5006605823180417
AUH,8.47611494,0.004551621,0.030401036,,,,973.511055013134,-34.31033313661257
MFSD14B,2.989764106,0.004570749,0.063848938,,,0.0,4533.36348199005,-52.75420416648953
C9orf3,6.34417651,0.006638228,0.046627427,-5.71e-41,,,-11669.997262225963,-54.40366810482247
ZNF462,1.554808936,0.002331277,0.036756678,,,0.0,1842.716509282931,-36.148388505018126
INIP,6.717342599,0.004377575,0.473574029,,,,4506.527777988182,-57.41589515585317
UGCG,10.22627214,0.006884474,1.120941392,,,,-48474.08497995873,-96.630343069826
SNX30,34.42065001,0.038188458,0.957476983,-0.000699706,,,4801.917656643854,-64.11337832516733
STOM,141.001709,0.27463418,0.968963309,,-0.000134544,0.0,3732.328160292911,-42.88417369687573
GSN,173.5471346,0.549152004,0.98271696,-9.56e-33,-4.07e-16,0.0,11696.739132962497,-43.027722454679825
MRRF,2.775811561,0.002101496,0.298979135,-1.42e-07,,,-11913.959453130992,-60.304957211966546
NR6A1,7.840896903,0.008296709,0.036756678,-9.449999999999999e-23,,,949.2764837790307,-50.687645607386806
CRB2,4.085371433,0.002205602,0.0,-4.99e-13,,,2009.8477271736563,-11.822472719649056
ALAD,2.032995853,0.002119263,0.06192206,,,,-569171.5515110461,-222.3568257150481
ASTN2,2.055095509,0.000730057,0.0,,,,-68574.24340344369,-119.95552476338676
WDR31,2.558398593,0.000940458,0.03342617,,,,-23565.298734293134,-77.25447323014329
POLE3,5.318176944,0.005451149,0.736225745,,,,2734.623786984911,-55.167181609468294
SURF4,15.95910409,0.014869705,0.896656931,,,,-1877.7486325755158,-55.543806638094864
GBGT1,33.05101772,0.02019033,0.053670866,,,,-1189.153605478543,-36.082702270066086
SURF1,8.66880909,0.005800047,1.208923415,,,,-6974.046410048413,-49.466173722145456
SURF2,8.521331842,0.005456118,0.212797553,,,,4304.218407029124,-33.80701550865711
SURF6,3.245605909,0.002473689,0.339228994,,,,-3283.7140805029385,-44.38906634691627
MED22,4.446854923,0.00326383,0.219903005,,,,-3475.949058383365,-68.10999257804585
REXO4,8.096618305,0.005542278,0.32050658,,,,-43768.448028940555,-124.3261007054455
RPL7A,630.1738292,0.476571948,1.120046329,,,,-18054.12728185168,-19.445318018434467
GTF3C5,4.083020251,0.003354908,0.426723666,-4.11e-08,,,-3336.462160424394,-53.16150073291696
ASB6,7.746303688,0.005951777,0.076890004,-4.52e-08,,,-28224.94130325246,-67.9913785998482
PTGES2,5.450674136,0.002531385,0.043546458,,,,-31727.26137267217,-106.61925427610232
NTMT1,11.1435014,0.0070697,0.441380216,,,,-8035.550622979015,-69.50257296398972
CIZ1,3.691164193,0.002705721,0.843033873,,,,-2357.6230634654476,-52.51910193013496
SLC25A25,9.737364404,0.007996078,0.165197007,,,,-2188.7657684042224,-64.05132907715257
SH3GLB2,0.953316547,0.000707836,0.118909099,,,,-6514.113306293115,-48.022049033392236
FAM73B,42.54105415,0.07586523,0.390662011,,,0.0,-487.5464621357594,-38.027461614036056
PTGES,18.6747897,0.014840022,0.058361162,,,,-1442.908446856427,-35.34083322539496
LCN2,262.351228,0.960345255,0.879218202,-1.64e-20,-4.49e-34,0.0,13570.707097520031,-31.886582392868874
LRSAM1,0.858244895,0.001037123,0.015383804,-1.3399999999999999e-45,,0.0,-1698.0210140818622,-48.786576934604604
HMCN2,2.344185673,0.001490574,0.031398119,,,,-36960.5011944578,-78.05966153386562
GPR107,5.581686361,0.005835207,0.116198359,-7.47e-10,,,-1052.22331869963,-42.56880461467926
C9orf142,149.1536633,0.099501774,1.888181248,,,,-16935.806673606116,-47.60879687682837
IDI2,1.097071089,0.000505143,0.0,-0.000601418,,,1900.4175325998733,-9.613652935100781
INPP5E,0.835415298,0.001094057,0.016977204,-4.14e-19,,0.0,-2762.292630121504,-41.47755832560697
SEC16A,10.5800533,0.011786037,0.662702813,-1.27e-25,,,-56575.749887902566,-137.56703443151955
DPH7,9.403538867,0.007528293,0.145443278,-8e-40,,,-3414.0152476545136,-67.65635399104816
NOTCH1,18.79294638,0.036978347,0.288471228,-5.27e-10,,0.0,-2544.917151715806,-33.85033428950477
NACC2,46.31201512,0.045188736,0.177470018,,,,4979.770082374165,-47.298817983942534
PROSER2,44.32323659,0.122345518,0.065817068,-2.77e-06,,0.0,-3569.909366707723,-32.88875145820766
USP6NL,43.45330566,0.044301808,0.921233158,,,,-6286.550334431222,-35.39879824966934
COMMD3,5.07775863,0.00339968,0.270554799,,,,2329.449832641496,-46.552610324010146
MSRB2,43.24717827,0.026908422,0.252013921,,,,-2284.967785312193,-50.99608228827431
PDSS1,1.201675332,0.002547616,0.035836389,-5.58e-06,,0.0,296.17399754273777,-30.13694360346413
FAM171A1,3.120712955,0.00125415,0.028856774,,,,-5964.729731400967,-29.363711015678632
FAM188A,1.399735315,0.001540156,0.068926586,,,,5452.610894306939,-46.88744191040056
TMEM236,1.852035187,0.000920773,0.054301793,,,,-3615.681875349591,-28.700687945605495
RSU1,664.9402372,1.873889284,1.763531419,,-1.0199999999999999e-24,0.0,6274.207170617341,-33.44425047302727
ST8SIA6,6.379979056,0.005103264,0.015205944,-2.04e-05,,,-2751.638150420023,-26.90322261656841
PARD3,35.30976623,0.155629006,0.065817068,-1.48e-35,-0.003902097,0.0,1901.031496032037,-4.951311400581806
ZEB1,29.96763229,0.025923752,1.472807392,,,,-52125.212834290534,-126.27715198663851
NRBF2,9.715128641,0.00649945,0.730316262,,,,-564944.3852333305,-226.09902524362553
A1CF,1.123002244,0.001039486,0.0,,,,-1370.218071602778,-4.891084147712014
CDHR1,0.943353191,0.000906577,0.0,,,,-1165.588771307834,-4.095155290143854
POLR3A,8.771039996,0.00687978,0.115862096,-4.05e-07,,,-26148.9173518059,-59.38989045676982
HERC4,10.16891671,0.005873879,1.379759571,,,,-52184.47430879358,-126.64732345772467
C10orf11,35.28491657,0.03586372,0.032102011,,,,-55870.13930625996,-63.934846703774156
CAMK2G,4.772426619,0.005453082,0.383252953,,,,-1160.8729980761786,-81.90172278889844
ADIRF,3.554169427,0.001997546,0.0,,,,375.5020985453069,-1.8731422862895017
GLUD1,9.445945151,0.008022553,1.297384148,,,,-40240.8250436144,-102.361886398114
ANKRD1,0.323694288,0.000203639,0.0,,,,-107.6683945407713,-12.26949254700432
HTR7,1.128000863,0.001394577,0.0,,,0.0,-6807.665674621823,-14.261219004778866
RPP30,0.576507183,0.002265011,0.013569301,,,0.0,-3545.353994733873,-41.80692284609488
FRA10AC1,2.937567539,0.003405594,0.404144433,,,-0.0072286,3702.6833545998047,-54.55132111630566
ADD3,31.58507558,0.033610662,1.138434154,,,,-8798.361438801043,-59.48272930935004
DNAJB12,7.226634207,0.004532957,0.435725918,,,,-27015.34363998439,-70.63717529468502
EIF4EBP2,26.66054601,0.029625159,0.761911156,,,,-1877.3349467046519,-48.40578450610762
NPFFR1,2.491739842,0.00146975,0.058904242,,,,-7449.612552318542,-40.87192151769968
PLEKHS1,1.905350416,0.000485418,0.0,,,,982.0974273019727,-27.95082992611986
TCF7L2,270.914875,0.30245047,1.221718332,,,-6.47e-08,-49231.96115270178,-125.08024215142432
MKI67,2.147140409,0.001695018,0.009950257,-5.01e-14,,,-8246.127299795604,-42.183226182203256
CYP17A1,4.882508216,0.002039864,0.036756678,,,,-10011.422268807912,-43.526377014395706
FUOM,31.21774184,0.032395887,0.244766547,,,,-763.431242631544,-37.07947122109318
LRRC27,3.735668901,0.003235132,0.084888178,,,,-192088.64624435676,-243.28969846210072
MTG1,6.672110405,0.003861001,0.053106553,-3.39e-09,,,-1056.5522745944154,-30.799382454320646
PAOX,10.26869111,0.005896928,0.073963762,-5.410000000000001e-26,,,-39888.97238659626,-109.5707456730909
GSTO1,199.3007589,0.319799644,1.570495123,,,0.0,-6526.803015294794,-33.41345318610137
TAF5,2.552508049,0.001768699,0.057831531,,,,2537.2693944813263,-35.7980815403432
PPRC1,4.803899547,0.003942667,0.31176082,-6.69e-17,,,-45205.42915559422,-98.90206642804084
ITPRIP,13.30072262,0.015791404,0.25076637,-3.55e-20,,-7.68e-08,-5068.430890259845,-58.421129892646036
CNNM2,1.269305277,0.00131886,0.030883843,,,,-3199.7825778796814,-49.12116770991271
PDCD11,5.243155255,0.004348014,0.322793922,-5.62e-06,,,-33.84994097774762,-45.150361476105004
ADAM12,0.825222964,0.000869745,0.009950257,-1.34e-09,,,-5892.341943799482,-51.453399914632506
RGS10,1027.537122,3.327205291,2.125636294,,-4.64e-22,0.0,3868.534991790745,-10.387164254743151
BTBD10,3.408467505,0.002761148,0.042483478,-1.61e-07,,,-77999.03217854215,-164.950335857513
ADM,43.5532386,0.056151131,0.109435371,-0.000589528,,0.0,692.5598350090517,-32.22048878067716
SLC5A12,1.758134437,0.000994576,0.0,,,,-32.791898894488,-0.963377856776949
LIN7C,1.607708774,0.001662439,0.088124037,,,,-13445.352522226063,-58.933431931696454
LRRC4C,0.816284098,0.008438838,0.009456209,,,0.0,-1199.4853884899903,0.7217822664066949
IMMP1L,17.26254234,0.009775674,0.401143609,,,,-4367.862538206369,-55.573451798385406
PGAP2,1.159950649,0.001870707,0.164639243,-2.9e-20,,0.0,-11044.919000696713,-56.23339559300937
TUT1,2.745055283,0.001590019,0.050803885,,,,3402.7500006343957,-39.108071622871094
SCGB1A1,0.384693496,8.26e-05,0.0,,,,0.0,0.0
SYT8,1.671492867,0.000229179,0.0,,,,9.611084114579171,-89.85548964214232
ZNF215,1.382616297,0.000791235,0.0,,,,-597.6030256129087,-22.963325048397007
HSD17B12,7.222219123,0.006507989,0.079649688,,,,-16430.386894707743,-53.30684442401591
APIP,5.858854375,0.003610804,0.381998425,,,,-35259.45202327624,-110.52179269585206
DGKZ,73.84535142,0.056675979,1.203999925,,,,7539.060941759456,-46.122380033712886
EIF3M,29.36480533,0.019799615,0.783460059,,,,-12341.710159531343,-50.56899107017143
TNKS1BP1,0.749952708,0.000674056,0.0,-1.43e-09,,,1785.6985735689502,-36.59960110704591
SERPING1,17.02036294,0.015367529,0.068081725,-6.6000000000000005e-59,,,-6764.7945521300835,-52.510553484130085
SSRP1,10.74731157,0.008861976,1.083363144,,,,-9204.955473172242,-66.85355445320107
SLC43A1,2.198708399,0.001114784,0.0,-1.4500000000000001e-86,,,-325.64663523856564,-7.0928714091792004
PTPRJ,46.41403036,0.068080961,1.574085961,,-1.95e-06,0.0,-685.1456187753158,-46.7592619314479
C11orf49,0.314318179,0.000306284,0.03112301,-1.0800000000000001e-26,,,-1808.6938233079613,-59.440803982665216
ARFGAP2,8.607513034,0.005965037,1.171987853,,,,-14064.440282887948,-68.70060808070293
CELF1,22.61907425,0.024484993,1.71710162,,,,16575.26858613997,-48.89328430559617
C11orf73,2.364258984,0.001689938,0.194090632,,,,8604.98482770223,-39.18522293438193
CCDC81,0.830335778,0.000437398,0.0,,,,25337.241004490796,-43.62644363051662
SESN3,36.7813507,0.037294128,2.001154681,,-0.001437301,,-80079.15078380416,-205.88507627956335
ENDOD1,156.1744587,0.368681541,0.408682503,-1.08e-105,-9.45e-09,0.0,-12965.250634471884,-79.2660468889862
CCDC82,6.264912655,0.005013731,0.449572857,,,,960.4997909804055,-50.975550541450836
KLHL35,20.18026431,0.03290528,0.075767325,,,0.0,1220.8001643237083,-38.92194461459471
TENM4,0.924665355,0.003089374,0.0,,,0.0,-3372.0274750639765,-7.100287210308677
SERPINH1,1.178301635,0.000946756,0.0,,,,-6906.378796034758,-35.055321211402465
CAPN5,0.699155954,0.000900855,0.0,-1.35e-13,,0.0,-5773.624463555437,-54.97013926695967
INTS4,7.808798537,0.005300576,0.343217689,-1.06e-08,,,-25354.68058086744,-96.80614463160097
PAK1,95.67688613,0.095506402,1.043999764,-7.3e-05,,,-26130.34153754115,-50.117601351261506
RPS3,1559.689228,1.447765014,1.120046329,,-1.06e-81,,-18853.059269413534,11.729525917940528
ZC3H12C,5.787175126,0.003457849,0.0,,,,1660.990575445263,-34.723865504415706
TTC12,0.742392628,0.000638351,0.035420081,-2.8e-57,,,1593.9193843691776,-32.2425853054863
NCAM1,8.337878255,0.015461613,0.462888299,-0.000119099,-7.3e-56,0.0,-15020.719508466089,-63.515845962229754
C11orf52,0.469591558,0.000251244,0.0,,,,170.6967649761237,-26.273473417226672
HTR3B,0.638216209,0.000645609,0.0,,,,2875.130403511371,-7.3163530477420045
NPAT,10.85540824,0.008482301,1.079751098,,,,-7403.773109634826,-56.10969965666696
ATM,62.09550497,0.064452605,1.618959306,,,,-8985.644083701918,-67.88573876750273
AASDHPPT,6.999235736,0.005224518,0.531134854,,,,-24509.47876574881,-70.01278637712684
GLB1L2,5.314419078,0.00443069,0.035337286,-1.34e-36,,,-11170.785214507134,-43.71441693952336
SLX4IP,1.876374386,0.00156182,0.037555566,,,,-102.14887431226168,-41.476464736383846
LAMTOR1,756.1588727,1.55152667,1.053434469,,-2.27e-06,0.0,22391.25087841695,-14.195575647629214
P4HA3,14.59191338,0.007092309,0.220715874,,,,-907.3415578271527,-56.77930212962493
GRIK4,0.675930894,0.000781916,0.0,,,-3.2e-12,4708.758289794069,-22.65612309986471
ST14,17.62751227,0.018615817,0.1832674,-1e-06,,,-11664.12425803595,-46.37915589478806
HYOU1,10.28097536,0.010304542,0.338250115,,,,-22522.239954765842,-78.42054388953818
GGTLC1,2.391929596,0.000605672,0.0,,,,-909.5717569454846,-22.092647970648297
ADAM33,0.744812896,0.000515286,0.0,,,,1172.2164469853874,-17.072209415005318
SLC22A8,0.968450841,0.000460921,0.0,,,,-13883.950752565703,-8.182761484083994
CSRP2BP,6.564152321,0.003579739,0.041793682,-1.59e-36,,,-312.33972287804363,-30.078613662841764
TKFC,4.123900073,0.003986518,0.053692652,-0.002636634,,,10093.379164444674,-48.02161563364414
MTA2,6.450063597,0.005510595,0.730316262,,,,1741.1976373297803,-55.5885532345075
TMEM138,10.62116112,0.008026643,0.376523203,,,,-55770.88183699261,-133.78889228516036
FADS1,19.06497031,0.012737293,0.133316951,,,,-18444.32937778585,-77.66303813461099
ROM1,0.738608361,0.001367371,0.009456209,-1.44e-11,,0.0,-2610.696379253651,-26.17960847835235
EML3,2.609894603,0.002492837,0.505125147,,,,6809.094532530035,-53.45370309207067
