,f,chi2,MATTE,NB,M3,HV,zscore,ENT
INCENP,1.277305547,0.000848938,0.0,,,,-54594.80766942805,-104.38124603130407
ZP1,6.56480763,0.001914633,0.0,,,,-200.97527239068506,-0.8674582890630004
MS4A3,0.519341975,0.000116999,0.0,,,,-662.652104524482,-0.4170203995582566
PLCH2,5.877870279,0.003815214,0.035836389,-2.68e-14,,,-9995.873161940352,-42.432702142456144
CPSF7,3.522018065,0.003934394,0.48984324,,,,-1877.7623986761457,-58.22642987766762
MS4A2,5.904081171,0.003675466,0.060843808,,,,1072.6933868165574,-39.126148408556425
B3GAT3,15.07239098,0.008743861,0.559713448,,,,-46711.657551398035,-121.56091574192214
EI24,16.2189632,0.018046072,1.293223792,,,,-25283.895304359627,-47.53995374033606
CCDC15,0.647725896,0.000476124,0.0,,,,-1134.9047798363133,-11.7227786008381
CHEK1,1.455615649,0.001052248,0.015383804,,,,2196.0682861357263,-39.64274119548684
FEZ1,6.270428642,0.004386748,0.066992148,,,,-16105.969089381208,-61.030154022386085
ESAM,295.6993362,0.87320889,0.879218202,-1.28e-90,-5.82e-28,0.0,-22380.04780488165,-3.5975056841570296
KIRREL3,8.325449739,0.003246857,0.0,-3.11e-06,,,8390.955653975892,-46.17700209531791
MPZL2,8.487393679,0.002851298,0.0,-2.58e-07,,,8523.98741951622,-54.85215738936603
SCN2B,0.492320019,0.000267466,0.0,,,,-29304.222737902153,-88.43396424252984
SIDT2,47.90657526,0.039796214,1.561885957,,,,-34722.64447820571,-106.31605077221394
TMEM25,4.652339478,0.003417731,0.060754142,-0.00022047,,,228.47133390223394,-10.517266547050802
TAGLN,75.20130783,0.05893727,0.856658215,,,,-261389.51462886072,-130.50806484185955
DUSP15,,,0.0,,,,0.0,0.0
COMMD7,44.45325087,0.048410031,1.498013842,,,,3994.5580558486595,-44.41159175440845
C20orf144,1.964531686,0.000704284,0.0,,,,-21294.09552243805,-110.41478936722598
OCSTAMP,0.688173793,0.000302254,0.0,,,,0.0,0.0
DSN1,1.33346982,0.001789454,0.01590184,-4.54e-20,,0.0,2198.5699539318357,-79.50658138562167
SOGA1,10.43806585,0.007910975,0.060592501,,,,-13949.17919293361,-51.68385743568581
CNBD2,19.52246901,0.011877204,0.172565596,,,,-6297.843391537884,-41.2293645502164
LINC00266-1,0.69106498,0.000289779,0.0,-6.89e-05,,,-8687.483743607614,-41.5729519265588
LSM14B,0.668024183,0.00081192,0.050746409,,,0.0,6223.9295742400245,-48.76889617121346
YTHDF1,7.529706142,0.005654557,0.124091581,,,,-568888.3547016338,-228.41080928884134
CABLES2,1.058343827,0.000894655,0.009456209,-1.35e-30,,,-5597.23419697889,-49.16384849531862
ORAOV1,1.022442796,0.001075209,0.022175158,-1.92e-06,,,-161.2738896864272,-66.84764956464088
SLC22A9,0.963598683,0.000478107,0.0,,,,249.9143634067337,-36.74757251787791
TRPT1,5.618116552,0.003609304,0.147554071,,,,-12357.082575268956,-59.66283587663359
NUDT22,10.18230495,0.005469222,0.473574029,,,,-20276.78675305962,-78.45067031484388
FERMT3,982.754482,2.350333812,1.411525726,,-2.11e-27,0.0,2384.846074061251,-23.45680390313758
PLCB3,10.09985293,0.012884237,0.048054098,,,0.0,-14004.87708749717,-72.98114863525063
MRPL49,8.892661065,0.006437393,0.121668475,-0.000341812,,,-4664.495910142938,-60.34899939882248
CDC42EP2,15.30935169,0.011359262,0.047641204,-5.88e-18,,,-51748.80596826423,-111.72951694076765
FAU,500.6806398,0.381323581,1.120046329,,,,-15374.628312774918,-27.648456603750944
TM7SF2,2.66811376,0.001496559,0.036243923,-1.43e-09,,,3846.543485633421,-26.05739013218867
VPS51,10.29272207,0.009187588,0.863457372,,,,-4117.398435835468,-51.45919875433317
TBX6,1.824138886,0.000840485,0.073600942,,,,-26451.266796145475,-85.36657294937409
PPP4C,23.77787103,0.023713014,1.080115906,,,,751.3273178021824,-47.00263495704857
ALDOA,155.6494795,0.144824614,0.841999619,,,,4709.884320830563,-55.982577199071216
FAM57B,2.912934375,0.004175371,0.06858132,,-0.008807082,0.0,3336.1099067614173,-56.43400340680565
DOC2A,6.596889788,0.002541033,0.04050856,,,,-13011.951478203038,-36.15498860694502
HIRIP3,8.304010142,0.005309016,0.067435509,-0.004885363,,,-181.80795467730275,-44.93069431708773
TAOK2,2.497565383,0.002584968,0.053106553,,,,2036.2621047918508,-38.82243251477864
TMEM219,194.2788218,0.271898567,1.226987399,,,0.0,11287.621072885333,-33.71931491320189
HMGA2,2.07775803,0.002952211,0.050227321,,,0.0,-2858.7111668211696,-49.49292945839363
CNKSR2,8.965773653,0.008551957,0.220715874,,,,-1683.2071077168841,-39.20165846791548
KLRF1,56.04241895,0.085032988,0.353108988,-4.62e-16,-7.13e-06,0.0,-3026.9042140044876,-55.69189361678888
CLEC1A,5.710868027,0.003609613,0.0,-9.82e-24,,,-3333.020023422874,-26.976559988688134
MPP7,14.28050306,0.012179663,0.16899934,,,,-2476.6087455013817,-30.589336971167498
ITGB1,262.2839197,0.454016851,2.851238765,,-2.68e-63,-4.52e-11,19651.920996276516,-43.17900711774125
FXYD4,1.169845709,0.000973595,0.0,,,,-1543.334759182003,-1.8204416359431281
CTF1,1.253912293,0.000346296,0.0,,,,1103.9524713105338,-5.745350908080078
CWC15,25.73968635,0.019419627,0.728687447,,,,2275.291418964416,-47.61967945125731
FCGR1A,53.38384392,0.040134243,0.048168954,,,,3752.362180717848,-28.326581235832183
ARID5B,63.24488457,0.056997357,1.720869687,,,,414.5356991092715,-76.22663742585873
CDH8,0.568472264,0.000277675,0.0,,,,-24277.56253825037,-66.48290231761506
DCUN1D2,2.912433873,0.002216119,0.056961768,,,,-3773.5910934165736,-42.30410353278633
TMCO3,7.992847486,0.005834666,0.394891994,,,,-1763.7628202758704,-49.34223609615589
TMEM218,2.135955408,0.002155856,0.055579655,,,,-1953.956240834535,-33.51491661095631
TIRAP,1.04061842,0.001241279,0.011881462,-1.36e-07,,0.0,-2589.0648258575725,-52.23365968385099
N6AMT2,1.804332899,0.001607944,0.018906517,,,,5398.076406307712,-26.57490689237888
LATS2,9.736087109,0.009692615,0.12901852,,,,-28727.935783507844,-58.88480631969068
SAP18,42.0836073,0.028239039,0.451216949,,,,-3477.2458753122028,-43.87869977737726
ADGRL3,0.852738121,0.001014565,0.0,,,0.0,-600.5793020719144,-5.070661717838265
KIAA1328,4.107842669,0.002807876,0.052322807,,,,-46630.70711995641,-108.82568019126002
FAM124A,1.713543213,0.001179666,0.031398119,,,,-8280.967743924144,-61.63825549801873
CTAGE5,9.969949117,0.008378397,1.025327028,,,,1118.175307710554,-52.2271634765771
HNMT,179.6752177,0.095921727,0.359129512,,,,-7875.118407304,-48.67085737706458
LYPD6B,22.88767281,0.007882477,0.0,,,,-3940.3174619291044,-4.5203484465976365
PDCD4,64.2238648,0.055364903,1.120780432,,,,-19824.28765632298,-63.17550761776108
ADRA2A,10.97893853,0.08987655,0.065817068,-1.18e-07,,0.0,-3019.996714862047,-4.954224990493463
GPM6A,153.0318928,1.475170896,2.658827959,,-2.2299999999999997e-191,0.0,-49404.36274370943,-66.58877430728032
WDR17,1.561146208,0.00080307,0.056961768,,,,-1729.9503427094314,-38.336412360026486
SPATA4,1.407462736,0.001783831,0.052140482,,,0.0,-25143.456053741906,-75.49830727221945
CCDC102B,4.920772656,0.003924424,0.016977204,,,,1170.6057519057745,-8.104491821242995
CD226,56.43581528,0.087436031,0.900626488,,-7.63e-06,0.0,-12195.216521533277,-54.30916692516155
CNDP1,4.077341484,0.003510253,0.031256849,,,,-5670.184607577352,-35.23107114036876
FSIP1,1.451001033,0.001262171,0.0,,,,-1940.4268901490843,-44.134619283681275
DLG2,2.284879879,0.001043037,0.0,-5.12e-25,,,6829.859527159348,-52.50339524753109
RGS18,965.406049,9.301914684,0.932478905,,-3.8e-186,0.0,-1602.225688069664,-5.420187270089788
PRSS23,172.1843204,0.147042456,0.5020657,-9.37e-07,,,-55221.879383681546,-135.2368209551227
MTMR12,17.01826261,0.044144398,0.186725182,,,0.0,-6050.194377568871,-40.98418044784558
CCT5,9.30369906,0.005577107,1.083363144,,,,-1015.3774818257641,-34.84695926120396
FAM173B,1.120973288,0.001690794,0.028836788,,-9.71e-08,0.0,-2393.044225355923,-64.20966701690475
DOCK1,6.621471344,0.002592277,0.0,-1.3199999999999999e-45,,,-3950.8500543884725,-10.18100927331268
DIXDC1,0.869774961,0.000658536,0.0,,,,-7826.340662950888,-38.72643373027915
DLAT,2.478692959,0.002364202,0.04861074,-6.71e-12,,,-41570.133881121874,-108.09137857977677
PIH1D2,1.929222491,0.000581604,0.0,,,,2926.1262557915074,-5.106032815456405
C11orf57,3.260109057,0.002911086,0.257991111,,,,1911.9173406390746,-47.42271697465967
TIMM8B,21.37572593,0.015762704,0.444434949,,,,5103.863603769311,-46.68586328696853
IL18,24.68804508,0.016607623,0.069657577,,,,-1335.2531192004012,-30.89223814823885
TEX12,1.215188555,0.000550734,0.0,,,,2535.476652674364,-24.325903543134896
PTS,6.040191822,0.00478679,0.263896169,,,,-2145.8397196121596,-39.219147870983036
PIP4K2A,210.1544145,0.309477271,1.607281743,,,0.0,-4704.83628739755,-31.21523203867381
C2orf50,0.933942345,0.000232536,0.0,,,,1003.8885551040316,-3.2268222262226907
FREM2,1.831898887,0.001325583,0.0,-1.46e-05,,,110.42918903762575,-5.1780971276046515
FOXO1,7.560572749,0.008998183,0.842380572,,-0.000142772,,-10732.95526677109,-70.58804100260139
CRIM1,5.826073907,0.006202376,0.057831531,-0.000473927,,,2853.251269986731,-46.332474525380036
SEC24D,8.960916932,0.006500528,0.105360222,,,,-42121.37002092367,-125.78606975004453
ABCB9,9.632967355,0.003997607,0.300044704,,,,-3849.6536412494916,-44.80921191252962
RILPL2,92.60440301,0.095413438,1.803041365,,,,-2490.329691785709,-48.887557617215826
DHX37,1.815942822,0.001515094,0.273951388,,,,-10521.810360280913,-57.18682251851438
UBC,46.23272787,0.050484943,0.0,,,,-1184.6444472762923,-61.82633347909709
ITPR1,52.55107749,0.052935548,1.439797203,-6.75e-09,,,-2782.4087082158635,-77.95567026504547
PRSS53,1.067968229,0.000684717,0.0,-8.78e-06,,,-12528.617761227339,-44.17877741707856
SLC7A11,8.166722989,0.010818038,0.067393791,,,0.0,-5265.293460638708,-31.04870927600323
NOCT,1.923666582,0.001066155,0.072345572,,,,-6208.682967372068,-37.995240548487196
ENKUR,308.1292929,1.588241563,0.879218202,-1.07e-21,-8.97e-50,0.0,2681.012425839803,-36.50454054342106
CACNA2D4,12.64368174,0.011622492,0.082790444,,,,-24167.77399264546,-69.52253229065698
DCP1B,12.93418482,0.007737887,0.055877568,-7.94e-28,,,-76296.38185249106,-217.9498417858805
CACNA1C,1.826335381,0.000701939,0.0,,,,-689.837933091388,-35.16103781388475
THRB,12.28458633,0.616150477,1.269395947,,-3.23e-16,0.0,-14609.027043594479,-83.76712515274981
NGLY1,8.506459307,0.007692953,0.728023974,,,,1788.0515583256092,-61.3930514204604
OXSM,3.566673521,0.00208746,0.035836389,-2.34e-45,,,-4126.064948588386,-23.337848671066872
UEVLD,6.933040252,0.005131933,0.139513304,,,,-5207.675119484207,-42.46540288650522
TMEM86A,1.929458748,0.000483126,0.0,,,,1208.02140363339,-22.923499132770324
C12orf45,3.206518899,0.002976337,0.075045121,,,,-1084.822176590861,-36.79022925878354
TMEM263,16.09318596,0.013603396,0.430024779,,,,-1113.028845669229,-46.13314422969968
BTBD11,3.723532335,0.003471117,0.056961768,,,,7016.44183719276,-35.27574545901349
UBE3B,9.014482329,0.013913689,0.042869146,-4.1300000000000005e-31,,0.0,1260.9734401978385,-55.96085246544037
ANK3,25.88846829,0.023228954,0.22421055,-2.37e-06,,,-7785.106676877456,-51.25979106151925
IPMK,13.17113982,0.009528679,0.177202616,,,,3653.6961839475844,-32.09414841525356
RAD9B,0.937767707,0.000296299,0.0,,,,-9869.305852403151,-34.57611864775292
PLBD2,6.307758609,0.005476392,0.096509181,-2.6e-24,,,-2367.6399862872404,-58.420362195350904
DLG5,6.173113382,0.007718672,0.056918897,-0.002523801,,0.0,-246697.305236858,-160.38317121614426
SLC2A13,7.161227708,0.006921818,0.064180479,,,,-749.8635111467244,-37.409267958260195
GXYLT1,3.626042752,0.003616026,0.129773474,,,,6193.192322346867,-42.664359733244765
TWF1,10.49111005,0.012806694,1.105892868,,,-8.89e-08,3403.504112731548,-51.97938806547752
DIP2C,2.512229978,0.00183855,0.066335025,-1.51e-17,,,-2553.3853135256377,-8.375134650860838
EIF4E,1.829791032,0.00169964,0.526203538,,,,-6564.733254662762,-52.8587422930144
MAGI1,3.40534804,0.002002427,0.018906517,,,,-4671.817557891372,-19.661959728458786
TEX30,1.376049828,0.001241239,0.050803885,-9.75e-12,,,2675.205422365064,-23.422846217612392
CSNK1G3,16.73252113,0.016190319,1.827716288,,,,-12834.04809687568,-75.40686497456839
SRFBP1,6.533562694,0.00445415,0.341834598,,,,-31259.432859066328,-87.8619989981267
AKAP6,3.587963466,0.002237373,0.074420111,,,,-17579.800320452992,-68.5365136405771
NPAS3,11.99133887,0.004845842,1.318406948,,,,-13302.232880688254,-67.46910905760419
FAM177A1,13.50128149,0.013432306,1.367664097,,,,6491.298540310272,-49.41339164786698
MBIP,9.134396877,0.008891994,0.443548834,,,,-24263.381532089727,-79.4199425762544
MIPOL1,5.020743061,0.003323607,0.048559269,,,,-203468.77367844386,-140.06771838375835
EXT2,5.962586877,0.003685726,0.067904321,-2.5500000000000002e-43,,,-1509.6234256608952,-30.352933281208195
TMEM18,4.796720291,0.003214649,0.834572456,,,,-15091.33029940828,-55.219920634467925
KCTD14,0.537808882,0.000183054,0.0,,,,1073.2161070144182,-5.391024919459802
NDUFC2,31.69612705,0.02068027,0.7651174,,,,6258.175566987379,-44.099518109556314
ME3,1.274458758,0.00165405,0.0,-6.03e-35,,0.0,923.9891040080131,-8.21019078007211
NUBPL,0.927581516,0.002789384,0.297955672,,,0.0,-200039.03338809326,-121.37893860568269
NEK7,3.757498892,0.003309736,0.033522536,,,,-10055.190862764135,-58.38312010792306
FER,0.365404892,0.000395361,0.004918233,,,,3500.007976335489,-55.92331848438021
VIPAS39,1.87520188,0.001355894,0.015383804,-2.45e-06,,,-14476.359255370035,-65.2131682782382
ANKRD50,29.0052733,0.017320264,0.038290682,,,,-9868.118901399466,-47.21928051707129
UPF2,17.48922194,0.014006629,0.573264734,,,,-13984.94038559307,-56.72532324161835
CDC123,16.5620241,0.01471553,1.079946524,,,,-42243.03627951925,-95.96588601155878
SCLT1,22.34077149,0.020692462,0.866004092,,,,-171400.4110606481,-101.54162703697723
CCDC3,0.928451225,0.001018268,0.0,,,,3355.3206951279867,-15.959184722427846
C4orf33,7.118642932,0.006018579,0.123751163,,,,1786.6642486127396,-51.43570556948195
FRMD4A,1.516254954,0.002219722,0.072293325,,,0.0,-34441.6765983744,-61.45631983615201
PTPRO,7.102686637,0.014423572,0.187148221,,,0.0,-465.0794074012034,-28.506938872887222
EPS8,40.69085672,0.027112599,0.204752784,,,,-475.2629779009094,-48.41525886077518
ACAD8,4.279659508,0.004400682,0.136694472,-1.39e-43,,,9690.88541697904,-42.50450295675595
THYN1,12.93307555,0.009916509,0.256878649,,,,-65.53114878846804,-42.79519517096818
VPS26B,42.15272299,0.039814378,0.688904979,,,,-1666.6463407948168,-44.532810218748935
NCAPD3,5.434043251,0.003264423,0.072651287,-3.83e-14,,,-28426.95022397428,-63.5224257124985
VTI1A,10.42235189,0.007663811,0.914818501,,,,-33173.62044199556,-72.7836387618925
QDPR,2.951830493,0.001851873,0.052514611,,,,1109.3765673559994,-44.20841964672869
FAM160B1,12.89404827,0.012921406,0.485728452,,,,-39530.01096026016,-122.64299195716218
ANO4,0.606794228,0.000389142,0.0,,,,-3237.4823533605195,-1.693025536247995
TEX9,11.92835486,0.072165063,0.23347954,,,0.0,6535.717291086636,-21.665612391255696
QTRTD1,10.17762825,0.007861284,0.536978902,,,,-28938.119783077796,-79.67025095594013
MMAA,1.819920436,0.002617471,0.050663051,,,0.0,2003.4506905357275,-38.87570490698226
ZNF827,7.660989741,0.009159301,0.185617803,-9.76e-10,,0.0,-44384.8931842757,-167.95071218339206
POU4F2,0.6123751,0.000121192,0.0,,,,0.0,0.0
EDNRA,1.331539287,0.000440498,0.0,,,,-3150.9058376989774,-32.83334049361443
NR3C2,5.159303078,0.004680717,0.132904663,,,,-759.850416955853,-36.654069891855244
AKR1C2,0.496644752,0.000165775,0.0,,,,-545.8612618788163,-1.9543182605640796
DPYSL4,0.630441445,0.001315294,0.0,,,0.0,-1615.4718810679287,-4.240323317219609
VENTX,26.35804694,0.027241162,0.250674859,,,,1735.7968529547509,-37.112700828907506
ADAM8,35.92462009,0.033952774,0.662772206,,,,-36923.03327330683,-109.43721043739194
ITIH2,0.310151002,8.15e-05,0.0,-2.76e-12,,,3181.4613202445407,-3.3586362382524406
KIN,8.530563957,0.007088295,1.028844256,,,,-4810.88217116383,-64.04432179685595
PIGF,1.516871171,0.001070172,0.028773571,,,,-1032.195977207511,-39.43257122721896
ANKAR,7.014956465,0.005673778,0.35967661,,,,875.6982854005331,-25.589743737757654
INPP1,2.81467314,0.002502401,0.036756678,-1.69e-13,,,-1170.253268745316,-25.737494259352907
MFSD6,3.870996216,0.004802437,0.062834287,-7.53e-08,,0.0,-8155.841204062958,-51.60569919199645
RNF144A,7.35683181,0.005402128,0.032567325,,,,-410.6167102055182,-19.46137543051461
ASAP2,60.73410169,0.111488598,0.51461929,,-1.86e-08,0.0,-9211.244156561868,-59.39263058086341
ADAM17,42.81289406,0.039906054,0.305127473,,,,-718.6173041038965,-47.87788260291032
FLI1,18.4083644,0.028120315,1.075198843,,,0.0,1494.209110826153,-47.23760741401235
KCNJ1,0.835156441,0.000598869,0.0,,,,-6775.765744310548,-46.861777918638055
TMEM45B,3.169578203,0.001562492,0.018859185,,,,-34871.00130496645,-115.80599121915395
WWC2,2.082922836,0.001305121,0.0,,,,-5550.128507439882,-32.77870959227071
CENPU,2.017695195,0.001501259,0.036153817,-1.83e-36,,,-51867.915044620924,-105.06480342636807
ACSL1,114.4644627,0.142509653,0.15108914,-9.94e-11,,0.0,9285.426738685706,-41.445573397372975
SLC25A4,14.89764068,0.008656884,0.081082403,-5.56e-26,,,129.3473439984109,-49.565517001273534
AMN1,12.59805421,0.008154002,0.213827123,,,,-10273.371605214954,-80.45355428287327
BICD1,7.90867748,0.006970691,0.290623579,,,,-857.8368633506389,-45.7613013755575
SAV1,54.31238705,0.063311534,1.29996761,,,-8.21e-10,-19342.133311699756,-45.631624813347884
CCDC122,1.678724424,0.001783518,0.08387632,,,,-204350.15510563983,-113.45214289859678
SERP2,4.069030156,0.008565026,0.018906517,-0.007779903,,0.0,1730.7620435479546,-5.101236005841365
NBAS,1.367079343,0.001438415,0.078918761,-1.56e-23,,,-17765.931971173948,-43.61135002977599
ZNF385D,32.44959862,0.066896528,0.075273277,,,0.0,593.6371102432489,-36.555768518731945
GUF1,4.545248415,0.00383331,0.142008583,,,,840.2383705989317,-44.03317303277561
SLC35F4,1.768439932,0.001560598,0.0,,,,-184816.1663645773,-108.93348113471198
SACS,5.321295961,0.004457356,0.069884441,-1.99e-15,,,-76512.29576943332,-194.65088756202135
CCDC175,4.21834076,0.003607468,0.058361162,,,,3760.6290332023254,-40.250474572876236
PABPC3,6.589170969,0.00563074,0.986312319,,,,-70248.84341777343,-141.15724359756848
CENPJ,0.21863601,0.000310499,0.035659769,-5.87e-14,,0.0,-1767.6052602674065,-55.82002317329379
FBXO4,4.607460671,0.003510965,0.142837653,,,,3129.089438897008,-56.427314176363936
C5orf28,12.98642794,0.007153438,0.215366018,,,,-949.7620536625037,-50.43324055354285
CCL28,8.137026624,0.008988877,0.657195692,,-6.79e-24,,6057.1759657787425,-56.7487693029602
PARP8,99.86161261,0.102961426,1.044654728,,,,-5399.808678067824,-50.54516551415713
CACUL1,35.62998772,0.032016498,1.828892954,,,,-9506.199563461927,-61.64843523728155
DST,3.417374578,0.008391124,0.266156353,,-6.91e-06,0.0,-7390.030646044537,-52.55284848618657
BEND6,0.606531276,0.000215072,0.0,,,,7455.721373403168,-35.38595740294663
TIAL1,15.4928469,0.015115192,0.863457372,,,,-19761.412567629264,-71.56079528673132
BAG3,2.127130009,0.001841655,0.015383804,,,,3341.1982252642965,-37.99832843448763
GLT1D1,55.87333957,0.048907143,0.109435371,,,,4752.605198749119,-37.57357467573364
SCHIP1,0.3961711,0.000144123,0.0,,,,1069.2227992590542,-57.61248112514332
MCHR2,2.900033445,0.00107644,0.0,,,,-88.47168307850018,-16.86041088683116
KCNE4,1.477320506,0.000399093,0.0,,,,-30430.761370574448,-99.46131305141701
AP1S3,24.28288296,0.015606435,0.58736167,,,,-20812.169694072145,-61.589247190988225
RABGAP1L,127.5762639,0.249769071,1.305443102,,,0.0,762.1191460441819,-47.0604268243121
CCDC74B,2.032897382,0.001144843,0.0,,,,2461.1512660312874,-40.70474312232263
TMEM56,6.200355651,0.003217457,0.041072269,,,,-12213.837355261254,-55.724750974786836
MZT2B,77.17561055,0.048099827,1.120780432,,,,-5510.766565564812,-45.24051590768203
TUBA3E,0.517581146,0.00010512,0.0,,,,-19479.609412821937,-32.96819049544116
FAM168B,2.306130407,0.002136315,0.144131754,,,,-6790.128718811164,-58.80392604897944
PTPN14,2.779119096,0.001703325,0.048637187,,,,-24316.21149657107,-96.45950199013787
MGAT5,23.70607441,0.024693576,0.33939464,-1.31e-22,,,-12734.749375686999,-62.088115892580184
TMEM163,5.626877437,0.00729916,0.015205944,-4.76e-20,,0.0,1563.4390950873567,-14.312891184493227
GPATCH11,6.157326125,0.005461667,1.083363144,,-9.39e-08,,-5897.205049849118,-46.947552642495424
GEMIN6,4.523202353,0.002388709,0.134598887,,,,-35735.92904326007,-85.78332030625914
